,Al,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,PhaseType,TestTempC,Strain Rate (s-1),Anneal Cooling Rate (degC/min),Arc Melting,HIP Time (h),Anneal Time (h),Anneal Temp (degC),Initial condition
2369,0.0562443155586201,0.04708958880133304,0.12665056100247754,0.16250895799098627,0.184426844513449,0.16624792035875377,0.1334906635117275,0.044086306709695454,0.07925484155295742,B2+Al3Zr5+Laves,-153.0,0.0005,4.2,1,1,168.0,800,As-cast
2370,0.08981187578152876,0.02238609306119508,0.14410889385524528,0.17169565087255861,0.008411033668992178,0.129967560131427,0.08951115358224333,0.17386897097790832,0.17023876806890142,B2+Al3Zr5,-153.0,0.0001,10.0,1,2,192.0,1500,MA/SPS
2371,0.1899386723400604,0.21086835666649298,0.22014820349448458,0.018028284920314035,0.05686291120554226,0.03453832613829243,0.016282570830835563,0.09785442807708641,0.15547824632689133,BCC+M5Si3,1600.0,0.0005,20.0,1,0,5.0,1300,MA/SPS
2372,0.14309484079451754,0.09292692195716046,0.0826815454710689,0.09631047419344936,0.12896663116123297,0.1332362766654543,0.10416278559917388,0.1747035744730864,0.043916949684856176,BCC+Laves,1000.0,0.00015,100.0,0,2,0.167,1300,Annealed  
2373,0.2435597919766785,0.09283836676680257,0.16952614487298867,0.014354008545851154,0.02836213923946195,0.038508056044748995,0.043171625977241786,0.2748917039386165,0.09478816263760989,2 BCC,300.0,0.00056,20.0,1,2,4.0,1300,MA/SPS
2374,0.05231277724984111,0.2686225819249945,0.16320882657919536,0.0859548822566263,0.1237236975387538,0.0609093031906865,0.09060721383727839,0.08726224668256227,0.06739847074006183,BCC+HCP,300.0,0.001,10.0,0,3,168.0,1000,MA/SPS
2375,0.13966170606236109,0.1522584800687313,0.10116233087917707,0.13525381806221085,0.0015499694856708317,0.24804612088518763,0.022940157301735545,0.06752776127658704,0.13159965597833864,3 BCC,-268.8,0.0005,15.0,0,3,3.0,1050,Annealed
2376,0.26952678399902136,0.016503098777327908,0.1033790045082721,0.1450081377782842,0.00403224822867706,0.08457388438580157,0.05537125382906462,0.14861955854531408,0.17298602994823703,BCC+unknown,200.0,0.000167,4.2,0,2,168.0,1450,As-cast
2377,0.09684798618367793,0.07978508944891143,0.16032960693955395,0.054922824904514,0.11852274851231265,0.16308417573359302,0.1087243465149018,0.08029174307007543,0.13749147869245973,2 BCC+Laves,400.0,0.0001,10.0,0,0,2.0,997,Annealed
2378,0.06426640204850016,0.04890878796002281,0.13409129056707814,0.16797884650206157,0.1930898966881967,0.14378801052789922,0.10554944276124975,0.020510575882212934,0.12181674706277856,BCC+B2,100.0,0.001,20.0,0,3,192.0,800,Annealed  
2379,0.011951241483399655,0.15210559940287857,0.13060098257330946,0.04442305596150066,0.2235493173631371,0.20949631223013032,0.0920549987650065,0.11929627204308536,0.016522220177552373,BCC+M5Si3,300.0,0.001,10.0,0,2,0.167,800,Annealed
2380,0.20344934650923105,0.12241313553271092,0.10166465946557202,0.008285973261192094,0.08348792621885193,0.19816921485410294,0.07279839576560274,0.12055013129536854,0.08918121709736769,2 BCC+laves,800.0,0.1,4.2,1,1,192.0,1000,Annealed
2381,0.11946703530179906,0.16116889965758568,0.05613209628327121,0.12163748534950464,0.14654195702227282,0.1366615837051287,0.06733666004385301,0.13755162291990858,0.05350265971667626,BCC+Laves,300.0,0.0002,10.0,0,3,0.5,300,As-cast
2382,0.18404502541916987,0.25120677298310295,0.025197229571966198,0.06048484353899955,0.09433408276412131,0.11247236633194992,0.12272103465751968,0.14567470252239145,0.003863942210779132,BCC+Laves+M5Si3,60.0,0.00015,10.0,0,1,10.0,900,MA/SPS
2383,0.09418680602669337,0.2751531301615013,0.07780086717235861,0.0376110010067533,0.03856104145671158,0.1338157386001945,0.17731685006256928,0.12877794317272429,0.03677662234049374,BCC+B2,600.0,0.0005,20.0,0,0,20.0,800,MA/SPS
2384,0.07999993017318625,0.014567244305862022,0.18532524771501577,0.15459277316991177,0.13269947907987412,0.17429648737284703,0.08762958276705413,0.11366982127165774,0.057219434144591255,B2+Al3Zr5+Laves,-103.0,1e-05,10.0,1,4,168.0,1300,As-cast
2385,0.1545427433579113,0.06264404978662215,0.14258991834179133,0.12145901372465037,0.044870450532892084,0.05325100268097146,0.1314310412915393,0.15646082799566208,0.13275095228795997,2 BCC+Laves,400.0,0.00056,4.2,0,3,24.0,25,Annealed  
2386,0.13907135372709217,0.117909205863419,0.1233430573512584,0.1612538871148468,0.03896926148386634,0.14595636138319715,0.08964229419277832,0.13064538012797552,0.05320919875556625,B2+Al3Zr5+Laves,100.0,0.01,4.2,0,4,4.0,1400,Annealed
2387,0.14066937262127072,0.012028501105986363,0.12056118536467382,0.09673773336312469,0.1745406250187578,0.13361214225922224,0.1315519024619512,0.10663250350742468,0.08366603429758857,BCC+M55i3,400.0,0.00056,4.2,0,3,6.0,1050,Annealed  
2388,0.16403654781452648,0.024284296891290826,0.16604179989148588,0.181364671554725,0.017186075567217757,0.17524334817006212,0.04291717713558291,0.0641252067460688,0.16480087622904008,BCC+M5Si3,1000.0,0.00015,100.0,0,2,4.0,1250,Annealed
2389,0.0642665059373691,0.03710281296740311,0.08676102525240091,0.16405393097854964,0.08836602117705805,0.10007504596228611,0.20932581305213602,0.15480020043851103,0.09524864423428601,BCC+B2,1200.0,0.0003,15.0,0,1,24.0,1250,Annealed
2390,0.15629246832696703,0.02121725315991914,0.09166934465247198,0.1651642872988649,0.11693521958515947,0.14321022132635222,0.04665564038175679,0.09322163091062402,0.16563393435788445,BCC+Laves+M5Si3,25.0,0.01,100.0,1,3,4.0,1300,Annealed
2391,0.18439810929546058,0.01200390983918931,0.08723991870311769,0.1477641529801654,0.1285458316512049,0.2056841107357041,0.0480071136727345,0.16841502002939918,0.017941833093024155,BCC+Laves,1200.0,0.0003,100.0,0,0,1.0,1000,As-cast
2392,0.01019288101931915,0.008847128430252572,0.2435583425884235,0.09519487304196614,0.1498336694027651,0.029698454165283238,0.165209236668497,0.1835105774238708,0.1139548372596224,3 BCC,600.0,0.0005,10.0,0,0,19.0,1800,MA/SPS
2393,0.1610071307813789,0.05677349665822043,0.03807322416245858,0.025827907924359992,0.2361572798098074,0.08028865380297823,0.09214351506937815,0.19987064976693433,0.10985814202448392,BCC+M5Si3,800.0,0.0005,100.0,1,4,192.0,800,Annealed
2394,0.04274758004908229,0.17908865422121487,0.028249672792454897,0.17770722948269216,0.07533746664070058,0.11753467575948397,0.072694436259463,0.14157642658278802,0.16506385821212016,2 BCC,800.0,0.0002,4.2,0,2,0.0,25,As-cast
2395,0.04812074172691271,0.19071158064806537,0.1710885744887345,0.18557023997139788,0.016679197402404047,0.14988568831945356,0.04698752135655102,0.17553096509635976,0.015425490990121308,2 BCC+Laves,-103.0,0.0005,20.0,0,2,5.0,1800,Annealed
2396,0.13517590918648553,0.06514361252967088,0.08347612041361693,0.16258357810157112,0.13269275716400053,0.06770945518913446,0.05652618379568369,0.18779254539858248,0.10889983822125437,BCC+laves+M5Si3,1400.0,0.01,100.0,1,2,0.5,1250,As-cast
2397,0.12743238307571042,0.08945215126375006,0.1653596231778842,0.11468624473854358,0.025370928530218502,0.1935249180060617,0.01883278964902621,0.04834199966997137,0.21699896188883386,BCC,-43.0,0.00015,100.0,0,4,96.0,1000,Annealed
2398,0.17388661636191424,0.0338032630387625,0.1590232298677597,0.0675223354752482,0.14071907006913467,0.19947349349464627,0.08167813266810288,0.003819984049522098,0.14007387497490947,2 BCC+Laves,200.0,0.00015,4.2,0,3,24.0,1300,Annealed
2399,0.03152459574552334,0.11370981284115639,0.07706142053343579,0.15870962886626067,0.14744530511527784,0.16077657450552565,0.010830643926108592,0.17353017885548971,0.12641183961122196,BCC+unknown,1200.0,0.0005,20.0,1,4,4.0,1000,Annealed
2400,0.24866599715313045,0.02865195239629665,0.039052780912869484,0.05871297603272763,0.027300825080422465,0.11707484902872504,0.21974839928713447,0.2536561709281391,0.007136049180554736,2 BCC+HCP,600.0,0.0003,20.0,0,4,24.0,300,MA/SPS
2401,0.15932919223896091,0.10958382191277619,0.09554939402378755,0.13141538293622043,0.011841960029076126,0.0943581409114921,0.15375644133072677,0.08452881216678608,0.15963685445017387,BCC+M5Si3,-196.0,0.0002,10.0,0,3,20.0,800,MA/SPS
2402,0.15875645940291044,0.14186157147806164,0.03541923679149143,0.10231950520370418,0.009027276042484874,0.15996525372756773,0.27085131588849903,0.10716888364563668,0.014630497819644022,BCC+M55i3,1000.0,0.0001,100.0,1,0,5.0,1450,MA/SPS
2403,0.08191932986377724,0.09624512324868661,0.1060586669366407,0.06517273041173904,0.10058316688748468,0.21695252753848587,0.20434830523228076,0.026326024591257702,0.10239412528964748,BCC+B2,60.0,0.0003,20.0,0,4,10.0,1250,Annealed
2404,0.17096311411240273,0.07615395009483013,0.04718155967611493,0.1760423510107082,0.03738132609233188,0.14611331524587753,0.0010274289683066113,0.17916358710365538,0.16597336769577264,BCC+MC,600.0,0.01,4.2,1,0,96.0,1800,MA/SPS
2405,0.0022512704737624573,0.027738122332810956,0.004414932511694391,0.18908645615536734,0.10537304525011983,0.21586060524677028,0.16442115692745835,0.13445980376004835,0.15639460734196806,BCC+unknown,1000.0,0.1,10.0,0,0,20.0,1250,Annealed
2406,0.16190128303978343,0.08644959576730264,0.0943065037126306,0.16235709008611435,0.0496195404266415,0.05627421449849157,0.09974589369986683,0.1798098998806111,0.10953597888855812,BCC+laves+M5Si3,300.0,0.0005,15.0,1,1,0.0,300,Annealed
2407,0.06886892329280339,0.020513735209038778,0.13092527385908395,0.10396726193716772,0.21275031280511886,0.04310789486203844,0.14107339766574392,0.19148695124322912,0.08730624912577585,BCC+laves+M5Si3,1300.0,0.01,15.0,0,1,10.0,1450,MA/SPS
2408,0.2137095155218045,0.18693438763959846,0.13547995351980793,0.13907400219464278,0.0038100808136544264,0.06028521702499192,0.0761354386097349,0.05245767077544808,0.13211373390031703,BCC+laves+M5Si3,200.0,0.001,15.0,1,4,2.0,1000,Annealed
2409,0.13953294191764223,0.11651598381857077,0.13914819645336832,0.13024652659415656,0.15960717509839825,0.0659345917480159,0.06353310763497418,0.12150374646587545,0.06397773026899833,2 BCC,-196.0,0.005,4.2,0,4,24.0,25,Annealed  
2410,0.05960818441925614,0.20758284927755608,0.10973384030541132,0.10565215492965309,0.1470008104708044,0.11276336409480626,0.12526027422490463,0.06436938411865113,0.06802913815895686,BCC+Laves,-268.8,0.0003,10.0,1,0,0.5,1800,MA/SPS
2411,0.10247637999578288,0.08386063531032872,0.09967822905149232,0.0724635836673888,0.023880486648672445,0.1580186212225839,0.18453807791957405,0.09160517737859432,0.1834788088055826,BCC+laves+M5Si3,1300.0,0.0003,100.0,0,2,20.0,997,Annealed  
2412,0.035989953157596566,0.11180177713544048,0.19815849672848157,0.07071182949574384,0.013310445692503097,0.028155791272082276,0.05559094004830358,0.26417105338564834,0.2221097130842003,BCC+HCP,800.0,0.001,100.0,1,4,0.0,997,As-cast
2413,0.11181672852809889,0.07098194099720727,0.031526818443349786,0.016450529183018054,0.21206824611560265,0.2509469011874617,0.124794407609254,0.1055557269891496,0.07585870094685811,B2,400.0,0.1,15.0,1,2,192.0,1500,Annealed  
2414,0.09439947712988851,0.06772925887489041,0.07303293530718269,0.03390925619923471,0.1482739297344042,0.169226675050442,0.1331456772051071,0.15729334970236197,0.12298944079648845,BCC,1100.0,0.005,4.2,0,4,6.0,1450,Annealed
2415,0.03232518462223271,0.05054906028836572,0.1822675310142512,0.20368564198419492,0.02685699840889358,0.18815923918374144,0.12522994484390035,0.10515764322472902,0.08576875642969113,BCC+laves+M5Si3,-43.0,0.0003,20.0,1,3,1.0,997,Annealed  
2416,0.21857176437492534,0.08054190102785803,0.12385888673701345,0.17106683508294357,0.162603474448782,0.0742158751585197,0.09535776249483878,0.017772800472459965,0.05601070020265922,BCC+MC,400.0,0.0001,4.2,1,1,4.0,1250,Annealed  
2417,0.16528766633644562,0.13798641324352293,0.053955989372260975,0.07908084126193811,0.11093914031359821,0.16309295194154766,0.08635705839172977,0.017694756228154924,0.1856051829108018,2 BCC,1600.0,0.0005,10.0,1,2,2.0,1300,MA/SPS
2418,0.14729262123676573,0.11364747885451384,0.1616835294566452,0.1185306855924224,0.050736546653994165,0.09926528166136939,0.14124458590223335,0.06688835498461963,0.1007109156574364,BCC+unknown,-196.0,0.0005,20.0,0,0,1.0,1300,As-cast
2419,0.2133083331740615,0.0969267045309292,0.16864297119540453,0.06480439244959464,0.047146321314916834,0.02560172634375823,0.09783137782026222,0.09661800584431367,0.18912016732675913,BCC+Laves,-196.0,0.00015,15.0,0,1,168.0,300,Annealed
2420,0.13053151706392713,0.1417324461029144,0.1454137196304381,0.1648164388005344,0.0003194281315596204,0.12683695513740018,0.07498159164771387,0.1464111497398989,0.06895675374561337,BCC+MC,1000.0,0.01,100.0,1,2,0.0,1300,Annealed  
2421,0.1287320074604972,0.1899291383285308,0.03506268194592523,0.0050795301195245045,0.04654624285148481,0.20593451551894815,0.07651324661588568,0.11930838480931859,0.19289425234988508,BCC,60.0,0.0002,20.0,1,0,20.0,1000,MA/SPS
2422,0.16205324345292427,0.07163057783144257,0.10402405514133956,0.1147289120631897,0.1005781551818524,0.10801629070649535,0.0163709940118813,0.1977412728267962,0.12485649878407867,B2,60.0,1e-05,10.0,1,2,6.0,1300,As-cast
2423,0.1503982714585796,0.11197391437276633,0.042985636599361624,0.16846016634803726,0.10686200006457384,0.12252524537636567,0.11697970230679157,0.048123793186172076,0.131691270287352,2 BCC+HCP,-153.0,0.0002,4.2,1,3,24.0,1100,As-cast
2424,0.16631393914710035,0.08768536251185427,0.08223122167511857,0.10997255775676341,0.1410050184879847,0.21157685149901498,0.026979694078106947,0.14205853162059204,0.032176823223464754,BCC+HCP,60.0,0.0005,100.0,0,1,5.0,997,MA/SPS
2425,0.03746240145076984,0.28704526297866045,0.11557840668873447,0.10084747681579848,0.10709962243775052,0.0016347598028564822,0.03262914349445146,0.17929771104036726,0.1384052152906111,B2+Al3Zr5+Laves,400.0,0.0003,20.0,0,2,0.167,1100,Annealed
2426,0.11599765279492018,0.08117684206543727,0.013695216799752797,0.10387022246245488,0.13795066833568295,0.18539284468554784,0.17006353256057946,0.024888499251474332,0.1669645210441503,3 BCC,1600.0,0.000167,4.2,0,1,0.0,300,MA/SPS
2427,0.15782934266489532,0.020467166774519187,0.150265996264654,0.13691206671657627,0.09112566474783027,0.1396163822790178,0.04990088371510496,0.1984590399231904,0.05542345691421177,BCC+M5Si3,72.0,0.0001,100.0,0,3,4.0,25,As-cast
2428,0.04012449548807701,0.1264624204912429,0.06727709246559264,0.15559167128106297,0.1071040416786878,0.18791851373184992,0.13373075977662166,0.07893997755743916,0.10285102752942597,BCC+laves+M5Si3,-268.8,0.0001,15.0,0,0,10.0,1300,Annealed
2429,0.23025412340031537,0.058396046486624144,0.08504321173165644,0.13242175528204223,0.09628335859211444,0.12069974840622623,0.04472377902039486,0.015149339790005595,0.21702863729062072,BCC+Laves,300.0,0.005,4.2,1,0,5.0,1450,Annealed
2430,0.06262110575345979,0.10553520570038458,0.1566069611175572,0.16028730515427433,0.1099220667943809,0.006497774944128534,0.14236768393155066,0.07331549116107403,0.1828464054431899,BCC+B2,-43.0,0.0001,15.0,0,3,192.0,1100,Annealed  
2431,0.08943489038438826,0.0860918780080214,0.17265830150199463,0.05913437421544925,0.1268201677453561,0.07917020068572145,0.09561050061532637,0.16856368855329684,0.12251599829044574,2 BCC+HCP,200.0,0.00056,100.0,1,4,0.167,700,MA/SPS
2432,0.17369328637031137,0.21557414421559382,0.045123891672327755,0.17427767306527678,0.053859818115915066,0.03686178246768402,0.002408009640130807,0.18386227946066327,0.11433911499209722,B2+Al3Zr5,-268.8,0.00015,20.0,0,2,0.167,1450,MA/SPS
2433,0.08347230911048592,0.15683098835485193,0.14109197438292412,0.1222452907014095,0.14696934232189146,0.04509482155883579,0.08388951472219791,0.1676261414605117,0.052779617386891554,BCC+MC,25.0,0.00056,4.2,0,0,96.0,500,Annealed
2434,0.20452233247655363,0.07880515987650683,0.07211304261806133,0.20066535258167054,0.23235855622546087,0.029768824712736935,0.044081052578584703,0.02053606483528776,0.11714961409513738,BCC+Laves,900.0,0.0003,10.0,0,4,20.0,1400,Annealed  
2435,0.101902174761438,0.03863001049257909,0.26907767591674053,0.03950176563872074,0.002635189507473698,0.22195149605193018,0.13174034122287642,0.030491123939236118,0.16407022246900527,BCC+Laves+M5Si3,1400.0,1e-05,100.0,1,1,192.0,1400,MA/SPS
2436,0.12001765346117664,0.09745043734241593,0.043234800347546155,0.1313385578246223,0.18187082193512114,0.17915336627259357,0.04542415154250955,0.18477643826279516,0.016733773011219574,BCC+HCP,-103.0,0.0003,100.0,0,4,2.0,800,MA/SPS
2437,0.17367766546885707,0.17593054675820938,0.12641197568945753,0.1193048656718873,0.027756483616532837,0.05191329966832256,0.18438376015707597,0.007902420739580654,0.13271898223007675,B2,900.0,0.0001,20.0,1,1,2.0,1300,MA/SPS
2438,0.0029770649813993365,0.10337591211725988,0.18555121039375858,0.07443795897149955,0.13465892003510446,0.1310493879440396,0.09422943574417042,0.20142296406919888,0.07229714574356932,B2+Al3Zr5+Laves,-196.0,0.00015,10.0,1,2,5.0,800,Annealed  
2439,0.00791852492507978,0.09838753472670705,0.025488425814644347,0.09599525815827563,0.19203327029855594,0.05218166082148531,0.17705385560913614,0.2625974166258141,0.08834405302030172,3 BCC,700.0,0.00056,10.0,0,4,10.0,1500,Annealed  
2440,0.06855802296543022,0.1517533186864722,0.055461086172008164,0.18216985298816368,0.13455724390127274,0.15796666961875996,0.1634404241073086,0.05307157111690461,0.03302181044367979,B2,-153.0,0.00015,20.0,1,4,0.167,1800,Annealed
2441,0.17637717712445952,0.06368983681334701,0.04547006920672097,0.07118332858834656,0.13126605855681686,0.13606861313762594,0.11176856539506161,0.11748892975620918,0.14668742142141236,B2+Al3Zr5+Laves,800.0,0.0001,100.0,1,4,0.0,1400,MA/SPS
2442,0.1758981687909531,0.005428812501075024,0.1658479325367196,0.035415153395918324,0.170174205836721,0.030585165075306366,0.10053409479004148,0.16472822384209596,0.15138824323116903,BCC+Laves,1000.0,0.005,10.0,1,2,168.0,1000,Annealed
2443,0.06363724618279473,0.034526279937541746,0.0608888212433363,0.054987398105121245,0.235107032918609,0.14413499533001828,0.15433611072898223,0.22603403680934922,0.0263480787442472,BCC+MC,800.0,0.0002,10.0,1,2,168.0,25,As-cast
2444,0.21092218126953985,0.01972675296447686,0.01377386328371879,0.17738266350313603,0.1342336165529521,0.12420401039076458,0.20982212372321768,0.07580691823034434,0.034127870081849976,BCC+unknown,1200.0,0.0001,100.0,1,1,10.0,1500,Annealed
2445,0.12117249686045044,0.19396324264360854,0.14192070995486172,0.06848509671640383,0.12972457768980733,0.09214127344226182,0.1169541387229428,0.016037755441250755,0.11960070852841272,B2,100.0,0.000167,100.0,1,0,96.0,997,MA/SPS
2446,0.11632533231112967,0.04864510468719804,0.06819360395199384,0.18655420998747207,0.13168839211472314,0.16039844799610464,0.08580151595865908,0.18257183963681045,0.01982155335590904,2 BCC+laves,-268.8,0.000167,4.2,0,2,20.0,1500,Annealed  
2447,0.07093452928796129,0.15048416358946887,0.11824255374964122,0.16436144185511967,0.18460115302197322,0.10887345895645231,0.05385626368855601,0.024174047013152962,0.12447238883767453,BCC+HCP,900.0,0.00056,15.0,0,2,19.0,1800,Annealed  
2448,0.09411567711864813,0.10317779053272026,0.1937952732510695,0.0632832806008173,0.052065132270796406,0.21330929927260545,0.024597290939067002,0.07120978041309324,0.18444647560118274,B2+Al3Zr5,100.0,0.0005,20.0,1,1,6.0,997,MA/SPS
2449,0.051455571811525026,0.1284453487554815,0.17905926595078275,0.17463284070376703,0.14925530716044708,0.038280616928798285,0.05722661737634298,0.1121408371579603,0.1095035941548951,BCC+Laves+M5Si3,-103.0,0.00056,15.0,0,1,1.0,1050,MA/SPS
2450,0.14410138758875687,0.07905055197715066,0.09769019286630083,0.07818442553517102,0.06520855614533493,0.10635349620024498,0.18596796573075236,0.07084436510717253,0.17259905884911572,BCC+B2,60.0,0.0005,4.2,1,2,6.0,1400,MA/SPS
2451,0.1031263875848578,0.025665342377294828,0.12052568836778628,0.1583795963508354,0.048769230013702314,0.16006266400185573,0.11255841994147936,0.12690975111287783,0.14400292024931052,BCC+HCP,800.0,0.0001,100.0,1,3,4.0,1250,MA/SPS
2452,0.1665549559354995,0.14853901829093877,0.030393335122461382,0.12568013189696647,0.10164303499329129,0.17736005342112665,0.06547653108157615,0.07793996328893045,0.10641297596920937,BCC+M55i3,25.0,0.0003,10.0,1,3,5.0,300,Annealed
2453,0.07054735446265406,0.16911956437584916,0.11733117488689777,0.0660586473974362,0.15981545518898868,0.16597194395211834,0.14234485290217497,0.008783444657430283,0.1000275621764505,BCC+unknown,25.0,0.000167,15.0,0,3,0.5,1300,Annealed
2454,0.09493206331742582,0.2187572083198242,0.08322298645912905,0.03241496240626253,0.10675172523799416,0.14957110184219813,0.18081980513172666,0.08473530612901281,0.048794841156426544,2 BCC,-103.0,1e-05,4.2,0,3,0.0,300,MA/SPS
2455,0.1196123634088506,0.16499653207219223,0.040258123795733444,0.054235943034389625,0.15165108369250763,0.08212941213633232,0.06678367627283105,0.17438683114718126,0.14594603443998194,2 BCC+Laves,-43.0,0.000167,4.2,1,2,96.0,1000,Annealed  
2456,0.1394061202012219,0.04786217820720241,0.16874192984143876,0.08671316055642456,0.07527314070549264,0.15923825541663197,0.05881550358598432,0.12686063461842348,0.1370890768671799,BCC+Laves,-153.0,1e-05,100.0,1,4,96.0,1300,Annealed
2457,0.022628892342288837,0.015888910188438337,0.15207873228551014,0.20166747515365963,0.04841282083554355,0.032123240573554326,0.16752440411782513,0.1949174035915029,0.16475812091167719,BCC,600.0,0.000167,4.2,1,1,168.0,1200,As-cast
2458,0.016612049598404195,0.10897718812052477,0.15796593968601755,0.18525789375901885,0.0976780981243837,0.04895165928896869,0.10057402876857388,0.13936075469556644,0.14462238795854201,2 BCC+Laves,-268.8,0.01,15.0,1,4,192.0,1050,Annealed  
2459,0.038734441790262655,0.13370064076526267,0.109892864062596,0.13994223199563335,0.15867014676853625,0.06715427809921862,0.1443312714840193,0.09527646368428912,0.11229766135018204,BCC+B2,300.0,0.00056,20.0,1,0,24.0,800,Annealed
2460,0.1276685718649394,0.07441974685782052,0.041523908119198184,0.02371528691166919,0.19569314979842736,0.053909811546044815,0.1704776047241179,0.20008537284727126,0.11250654733051137,BCC+unknown,100.0,0.0001,20.0,0,2,5.0,997,MA/SPS
2461,0.02006681153932383,0.12094987888362042,0.18037598649421333,0.06628007715992112,0.07033686306268894,0.2156595123414799,0.05032926223150745,0.1700723557332123,0.10592925255403286,BCC+Laves+M5Si3,-153.0,0.00056,10.0,0,4,2.0,1250,As-cast
2462,0.16712765208970795,0.09216974062065063,0.04765136073759043,0.13296848686148688,0.016427267217325178,0.10677985660644893,0.15359450003104863,0.10270705847982908,0.18057407735591216,BCC+B2,-103.0,0.00015,100.0,0,1,4.0,1500,MA/SPS
2463,0.15107168447815633,0.15058960483816689,0.17780599737477445,0.13000497335041866,0.08488646788453265,0.10247102572245198,0.041665169413263224,0.11117349116835466,0.05033158576988126,B2+Al3Zr5,1400.0,0.0005,4.2,1,1,0.0,1100,Annealed
2464,0.009974317161129852,0.007613853878185663,0.14780266141019446,0.1397461206132664,0.1701842550158505,0.12907374735528843,0.20919923510022068,0.17153682087997943,0.014868988585884481,3 BCC,25.0,0.00056,10.0,1,3,19.0,997,Annealed
2465,0.040857383791077805,0.14417426983627205,0.1645139150840595,0.02070746360232044,0.09938082138511083,0.12745717179006177,0.13568913377702216,0.17844875808409513,0.0887710826499803,B2+Al3Zr5,-43.0,0.000167,100.0,1,2,10.0,25,As-cast
2466,0.20128682231220182,0.22707962576205815,0.01696016647845833,0.18459851027142218,0.01059117531034954,0.01846931938504343,0.06391553381686592,0.20957793474448175,0.06752091191911884,BCC+HCP,1200.0,1e-05,15.0,0,0,19.0,300,As-cast
2467,0.13534232379271982,0.014350297274068809,0.19783754530840594,0.018685476854710274,0.04162938161690627,0.1504304696508117,0.21180352726316162,0.2023885110345936,0.02753246720462189,B2,700.0,0.005,4.2,1,0,0.0,1450,As-cast
2468,0.096401644044618,0.16229619205472282,0.07939768651545433,0.05244411741489809,0.028554813605729465,0.16422411326849284,0.08120132524343014,0.14073582935158116,0.19474427850107304,BCC+Laves+M5Si3,1000.0,0.0005,4.2,0,0,0.167,997,As-cast
2469,0.1775052325706554,0.03423568573648891,0.07966832544701677,0.07632851112397065,0.1723841184245953,0.1854466392750722,0.04271005746195878,0.09640791854398852,0.1353135114162535,BCC,-268.8,0.005,10.0,1,4,0.0,1000,MA/SPS
2470,0.12948559294697265,0.16507488852104174,0.11592149028272127,0.019252597788418854,0.010437769103753032,0.18027774569400243,0.14552407519625166,0.05699223917792251,0.17703360128891593,BCC+M55i3,-153.0,0.0003,20.0,1,2,20.0,1500,As-cast
2471,0.01127491772954973,0.1044895517366878,0.1287412950594514,0.11459176682303454,0.09344374713740358,0.15514761254574297,0.03586307439267492,0.1778130513358002,0.1786349832396548,2 BCC+Laves,-43.0,0.0005,15.0,0,2,19.0,900,MA/SPS
2472,0.005218642715112369,0.023307723872339144,0.03118373375134255,0.28151169884141225,0.1348344808950264,0.1704731374797445,0.14560744163751688,0.1650459419915554,0.042817198815950606,BCC+Laves+M5Si3,1600.0,0.0003,10.0,1,0,24.0,500,Annealed  
2473,0.12576890505189658,0.13918160353645234,0.07296795530715988,0.146583932441501,0.048437423379062344,0.09711376790363926,0.13174620283745447,0.1437067687934862,0.09449344074934792,BCC+MC,800.0,0.000167,100.0,1,4,96.0,300,As-cast
2474,0.10526155902563492,0.16911606759196995,0.061456018648470494,0.14721738632903655,0.10593258022662791,0.13133555328507582,0.10322457558954419,0.15295895658054465,0.023497302723095373,2 BCC+laves,60.0,0.00015,4.2,0,0,168.0,1200,MA/SPS
2475,0.1924868676994009,0.05720683291107709,0.11345937685462883,0.0018359528792345273,0.15517300195641012,0.13447123876623254,0.042085678230727085,0.17841801922180164,0.12486303148048733,BCC+B2,300.0,0.1,10.0,0,3,2.0,1800,MA/SPS
2476,0.11354774696750247,0.07032955490884117,0.20921269363790437,0.07944457706734925,0.1197529795274065,0.03013918229387841,0.01312790059993709,0.15228527012784826,0.21216009486933246,2 BCC+laves,-43.0,0.005,4.2,1,0,192.0,1050,Annealed  
2477,0.014192773721769091,0.030401995941173227,0.10662325864828014,0.22308808641230513,0.0531641454328945,0.04825517502742875,0.055350537855382055,0.2416083052817331,0.22731572167903394,BCC+M55i3,1300.0,0.00015,20.0,1,3,20.0,1100,MA/SPS
2478,0.13388970219495133,0.1047557955600097,0.021315674765457593,0.1679607900141181,0.1633119929524859,0.03149853072238371,0.09548820974681722,0.18853328687930945,0.0932460171644669,2 BCC,72.0,0.0002,10.0,0,1,168.0,1800,Annealed  
2479,0.0925607988667023,0.0630854235203378,0.13070992290587397,0.20064158170358007,0.05421976164374397,0.03625722091976653,0.09563397479958244,0.20427612790096575,0.12261518773944712,B2+Al3Zr5+Laves,-43.0,0.0001,10.0,0,0,2.0,1050,As-cast
2480,0.12495136776856156,0.09285743522013841,0.15629196208370208,0.07002130096043147,0.16426824190661118,0.1262602510445326,0.11476577841815688,0.08413674662611768,0.06644691597174807,2 BCC,60.0,0.1,15.0,1,3,19.0,800,Annealed
2481,0.1873528681771237,0.18222816831806948,0.17572431573705558,0.05604421218198486,0.07891446986395875,0.017135379311197806,0.12240725922461573,0.17982362358611326,0.00036970359988079736,BCC+M55i3,800.0,0.0002,20.0,1,3,20.0,997,MA/SPS
